Date,Open,Close,High,Low,Vol.,Change %
1751,"Jul 14, 2018","6,254.8","6,229.5","6,313.5","6,192.5",243.71K,0.40%
1752,"Jul 13, 2018","6,230.2","6,250.8","6,333.8","6,144.5",233.22K,-0.33%
1753,"Jul 12, 2018","6,250.6","6,389.1","6,389.4","6,088.8",289.24K,-2.17%
1754,"Jul 11, 2018","6,389.1","6,307.2","6,409.7","6,296.6",243.82K,1.30%
1755,"Jul 10, 2018","6,307.2","6,668.4","6,686.8","6,291.5",315.27K,-5.40%
1756,"Jul 09, 2018","6,667.1","6,715.1","6,793.8","6,637.7",289.48K,-0.71%
1757,"Jul 08, 2018","6,714.8","6,765.4","6,784.0","6,694.3",267.60K,-0.75%
1758,"Jul 07, 2018","6,765.5","6,617.7","6,805.9","6,531.1",114.57K,2.23%
1759,"Jul 06, 2018","6,617.7","6,546.5","6,638.2","6,458.3",132.69K,1.09%
1760,"Jul 05, 2018","6,546.5","6,598.0","6,693.6","6,466.1",166.18K,-0.79%
1761,"Jul 04, 2018","6,598.4","6,513.8","6,774.5","6,442.3",143.04K,1.30%
1762,"Jul 03, 2018","6,513.5","6,618.6","6,676.6","6,513.5",150.19K,-1.60%
1763,"Jul 02, 2018","6,619.5","6,349.1","6,680.0","6,275.0",179.92K,3.97%
1764,"Jul 01, 2018","6,366.8","6,398.5","6,445.1","6,284.7",128.51K,-0.50%
1765,"Jun 30, 2018","6,398.9","6,213.4","6,498.5","6,204.0",189.33K,2.99%
1766,"Jun 29, 2018","6,213.3","5,883.2","6,284.9","5,818.5",206.96K,5.61%
1767,"Jun 28, 2018","5,883.5","6,154.9","6,178.4","5,854.0",156.05K,-4.41%
1768,"Jun 27, 2018","6,154.9","6,081.1","6,187.3","6,025.4",133.42K,1.20%
1769,"Jun 26, 2018","6,082.1","6,256.9","6,267.7","6,060.0",176.66K,-2.79%
1770,"Jun 25, 2018","6,256.6","6,155.1","6,331.2","6,101.7",210.69K,1.66%
1771,"Jun 24, 2018","6,154.6","6,167.9","6,248.3","5,785.3",240.60K,-0.21%
1772,"Jun 23, 2018","6,167.3","6,055.2","6,259.0","6,032.8",142.90K,1.84%
1773,"Jun 22, 2018","6,055.7","6,728.2","6,739.7","5,955.0",278.22K,-9.99%
1774,"Jun 21, 2018","6,728.0","6,765.8","6,797.5","6,695.1",99.29K,-0.55%
1775,"Jun 20, 2018","6,765.4","6,752.3","6,812.7","6,575.1",121.48K,0.19%
1776,"Jun 19, 2018","6,752.4","6,719.8","6,839.5","6,681.5",120.54K,0.49%
1777,"Jun 18, 2018","6,719.8","6,460.5","6,794.5","6,410.9",135.70K,4.02%
1778,"Jun 17, 2018","6,460.3","6,505.8","6,593.0","6,452.1",90.67K,-0.70%
1779,"Jun 16, 2018","6,505.8","6,410.0","6,564.2","6,358.0",108.79K,1.49%
1780,"Jun 15, 2018","6,410.3","6,647.3","6,655.8","6,395.7",143.53K,-3.56%
1781,"Jun 14, 2018","6,647.1","6,312.3","6,711.5","6,283.6",201.54K,5.30%
1782,"Jun 13, 2018","6,312.3","6,558.5","6,624.6","6,129.1",237.48K,-3.75%
1783,"Jun 12, 2018","6,558.2","6,885.9","6,887.2","6,476.0",178.26K,-4.76%
1784,"Jun 11, 2018","6,885.9","6,775.2","6,910.8","6,657.2",174.88K,1.64%
1785,"Jun 10, 2018","6,775.1","7,515.8","7,516.3","6,668.1",275.69K,-9.85%
1786,"Jun 09, 2018","7,515.8","7,622.1","7,689.0","7,493.3",97.56K,-1.40%
1787,"Jun 08, 2018","7,622.1","7,697.9","7,710.5","7,556.9",112.88K,-0.98%
1788,"Jun 07, 2018","7,697.8","7,661.0","7,754.7","7,657.7",124.00K,0.48%
1789,"Jun 06, 2018","7,661.0","7,631.5","7,699.1","7,504.4",130.66K,0.39%
1790,"Jun 05, 2018","7,631.5","7,507.4","7,672.6","7,391.0",145.23K,1.69%
1791,"Jun 04, 2018","7,504.3","7,729.3","7,759.9","7,468.4",141.01K,-2.91%
1792,"Jun 03, 2018","7,729.3","7,646.6","7,775.0","7,611.3",116.68K,1.08%
1793,"Jun 02, 2018","7,646.6","7,530.8","7,694.5","7,467.9",121.18K,1.54%
1794,"Jun 01, 2018","7,530.8","7,502.5","7,610.4","7,375.8",135.92K,0.38%
1795,"May 31, 2018","7,502.6","7,400.8","7,611.9","7,355.0",144.52K,1.39%
1796,"May 30, 2018","7,400.1","7,469.2","7,565.2","7,306.8",140.37K,-0.91%
1797,"May 29, 2018","7,467.7","7,119.3","7,533.0","7,069.8",186.97K,4.89%
1798,"May 28, 2018","7,119.3","7,367.3","7,446.9","7,090.6",152.29K,-3.36%
1799,"May 27, 2018","7,366.7","7,361.9","7,411.8","7,267.5",103.29K,0.07%
1800,"May 26, 2018","7,361.3","7,478.5","7,619.3","7,331.5",103.07K,-1.56%
1801,"May 25, 2018","7,477.7","7,593.9","7,653.4","7,355.6",161.82K,-1.52%
1802,"May 24, 2018","7,592.9","7,512.3","7,736.6","7,293.4",211.11K,1.07%
1803,"May 23, 2018","7,512.3","8,005.7","8,047.4","7,467.6",237.60K,-6.17%
1804,"May 22, 2018","8,006.0","8,403.8","8,414.5","7,979.3",137.51K,-4.73%
1805,"May 21, 2018","8,403.3","8,529.5","8,550.6","8,375.5",115.52K,-1.47%
1806,"May 20, 2018","8,529.0","8,243.9","8,580.4","8,184.7",113.76K,3.44%
1807,"May 19, 2018","8,245.1","8,244.7","8,389.1","8,153.2",107.89K,-0.01%
1808,"May 18, 2018","8,245.7","8,064.4","8,273.6","7,939.8",150.32K,2.27%
1809,"May 17, 2018","8,063.0","8,344.6","8,458.7","8,022.3",154.36K,-3.37%
1810,"May 16, 2018","8,344.4","8,477.0","8,496.4","8,120.1",188.03K,-1.56%
1811,"May 15, 2018","8,477.0","8,674.0","8,842.1","8,436.5",179.62K,-2.27%
1812,"May 14, 2018","8,674.1","8,693.4","8,878.3","8,305.1",212.05K,-0.22%
1813,"May 13, 2018","8,693.5","8,489.1","8,758.4","8,330.0",149.80K,2.77%
1814,"May 12, 2018","8,459.5","8,409.6","8,646.1","8,184.1",210.87K,0.61%
1815,"May 11, 2018","8,408.3","9,026.0","9,028.7","8,359.6",270.62K,-6.84%
1816,"May 10, 2018","9,025.7","9,319.2","9,393.3","9,013.4",152.71K,-3.15%
1817,"May 09, 2018","9,319.1","9,194.9","9,377.9","8,988.0",147.89K,1.33%
1818,"May 08, 2018","9,196.4","9,373.9","9,404.4","9,079.8",157.45K,-2.49%
1819,"May 07, 2018","9,431.6","9,651.1","9,675.6","9,204.2",165.08K,-2.33%
1820,"May 06, 2018","9,656.4","9,859.6","9,957.7","9,446.7",150.95K,-2.00%
1821,"May 05, 2018","9,853.5","9,709.5","9,992.8","9,691.3",158.45K,1.49%
1822,"May 04, 2018","9,708.6","9,747.6","9,800.9","9,549.0",161.55K,-0.42%
1823,"May 03, 2018","9,749.7","9,244.2","9,809.4","9,171.4",201.18K,5.48%
1824,"May 02, 2018","9,243.2","9,076.8","9,265.7","8,991.9",137.48K,1.85%
1825,"May 01, 2018","9,074.9","9,245.1","9,245.1","8,851.0",173.35K,-1.84%
